,index,SK_ID_CURR,TARGET,EXT_SOURCE_2,EXT_SOURCE_3,EXT_SOURCE_1,INSTAL_DPD_MEAN,DAYS_EMPLOYED_PERC,AMT_ANNUITY,DAYS_EMPLOYED,PAYMENT_RATE,ACTIVE_DAYS_CREDIT_MAX,APPROVED_CNT_PAYMENT_MEAN,ANNUITY_INCOME_PERC,PREV_CNT_PAYMENT_MEAN,DAYS_BIRTH,CLOSED_DAYS_CREDIT_MAX,POS_MONTHS_BALANCE_SIZE,AMT_CREDIT,AMT_GOODS_PRICE,OWN_CAR_AGE,INSTAL_DAYS_ENTRY_PAYMENT_MAX,POS_SK_DPD_DEF_MAX,PREV_APP_CREDIT_PERC_MEAN,APPROVED_AMT_CREDIT_MIN,BURO_AMT_CREDIT_SUM_DEBT_MEAN,APPROVED_AMT_ANNUITY_MEAN,DAYS_ID_PUBLISH,INSTAL_PAYMENT_PERC_SUM,BURO_CREDIT_TYPE_Microloan_MEAN,INSTAL_AMT_PAYMENT_SUM,NAME_FAMILY_STATUS_Married,ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,INSTAL_PAYMENT_DIFF_SUM,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,REGION_RATING_CLIENT_W_CITY,ACTIVE_AMT_CREDIT_SUM_MEAN,POS_MONTHS_BALANCE_MEAN,INSTAL_AMT_INSTALMENT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,CC_CNT_DRAWINGS_CURRENT_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,INSTAL_AMT_INSTALMENT_SUM,INSTAL_COUNT,FLAG_DOCUMENT_3,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,FLAG_DOCUMENT_18,CODE_GENDER,DEF_30_CNT_SOCIAL_CIRCLE,CC_AMT_RECIVABLE_MIN,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,CC_AMT_RECEIVABLE_PRINCIPAL_VAR,CC_AMT_RECIVABLE_VAR,INSTAL_DBD_MAX,CC_CNT_DRAWINGS_CURRENT_MAX,CC_CNT_DRAWINGS_CURRENT_VAR,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,CLOSED_AMT_CREDIT_SUM_MAX,CLOSED_DAYS_CREDIT_MIN,CLOSED_DAYS_CREDIT_VAR,CLOSED_MONTHS_BALANCE_MAX_MAX,INSTAL_DAYS_ENTRY_PAYMENT_SUM,INSTAL_DBD_MEAN,PREV_DAYS_DECISION_MIN,PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_PORTFOLIO_Cards_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_action_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,REFUSED_AMT_ANNUITY_MIN,REFUSED_DAYS_DECISION_MAX,REGION_POPULATION_RELATIVE,REG_CITY_NOT_LIVE_CITY,TOTALAREA_MODE,YEARS_BEGINEXPLUATATION_AVG,PREV_DAYS_DECISION_MEAN,INSTAL_DBD_SUM,INSTAL_PAYMENT_PERC_MEAN,LIVINGAPARTMENTS_MODE,LIVINGAREA_MEDI,NONLIVINGAREA_MODE,POS_MONTHS_BALANCE_MAX,PREV_AMT_ANNUITY_MAX,PREV_AMT_ANNUITY_MEAN,PREV_AMT_CREDIT_MAX,PREV_AMT_GOODS_PRICE_MEAN,PREV_APP_CREDIT_PERC_MAX,PREV_APP_CREDIT_PERC_MIN,BURO_CREDIT_TYPE_Mortgage_MEAN,YEARS_BUILD_MODE,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,APPROVED_HOUR_APPR_PROCESS_START_MEAN,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,APARTMENTS_AVG,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,ACTIVE_AMT_CREDIT_SUM_MAX,APPROVED_AMT_GOODS_PRICE_MEAN,BURO_AMT_CREDIT_SUM_DEBT_SUM,BURO_AMT_CREDIT_SUM_SUM,BURO_AMT_CREDIT_SUM_MEAN,APPROVED_AMT_APPLICATION_MAX,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,APPROVED_CNT_PAYMENT_SUM,BURO_CREDIT_ACTIVE_Closed_MEAN,APPROVED_DAYS_DECISION_MAX,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,ACTIVE_DAYS_CREDIT_MEAN,APPROVED_AMT_ANNUITY_MAX,ACTIVE_AMT_CREDIT_SUM_DEBT_SUM
596,259821,400673,0.0,0.5611638028504914,0.4241303111942548,0.3648721876230813,0.0,0.0397088021178027,12375.0,-420.0,0.05,-124.0,12.666666666666666,0.055,12.666666666666666,-10577,-1472.0,40.0,247500.0,247500.0,14.0,-43.0,0.0,1.1452342663758168,21235.5,472182.588,11250.72,-3240,37.0,0.0,475387.56,1,1851088.5,0.0,0.0,2,973020.0,-33.525,14337.45,1702.0,,,1.0,475387.56,37.0,0,-946.054054054054,0,0,0.0,,-131.0,-124.0,-1178.4,,,,,,32.0,,,,74128.5,-2761.0,830760.5,,-35004.0,20.75675675675676,-2470.0,0.0,0.0,0.0,0.0,0.25,0.0,,,0.035792,0,,,-1288.0,768.0,1.0,,,,-1.0,14306.76,11250.72,294448.5,150678.0,1.3178639542275905,1.0,0.0,,-17.333333333333332,908.3333333333334,11.666666666666666,0.0,,786970.98,1899000.0,150678.0,2360912.94,3018168.0,603633.6,294448.5,0.6,,38.0,0.4,-719.0,,461.0,-553.0,14306.76,2360912.94
597,259822,400674,1.0,0.581139453813285,,0.1434808615985576,4.611111111111111,0.0994388512955933,15799.5,-1205.0,0.1058550410033767,,10.0,0.2925833333333333,10.0,-12118,,31.0,149256.0,135000.0,,-43.0,0.0,0.9670797759709676,20164.5,,2939.565,-4082,29.0,,83481.39,1,,15681.960000000005,,2,,-33.935483870967744,8526.87,,,,0.3333333333333333,99163.35,36.0,1,-1297.138888888889,0,0,0.0,,,,,,,,,,39.0,,,,,,,,-46697.0,11.88888888888889,-2696.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.01885,0,,,-1130.3333333333333,428.0,0.8055555555555556,,,,-2.0,4392.9,2939.565,29853.0,22708.5,1.1111359071635796,0.8856717053438365,,,,,11.333333333333334,,,,,22708.5,,,,27000.0,,,30.0,,-260.0,,,,4392.9,
598,259823,400675,1.0,0.2690882155036444,0.1694287272664794,,0.9130434782608696,0.0972681800692574,30573.0,-1264.0,0.06794,-23.0,18.0,0.1998235294117647,33.0,-12995,-761.0,19.0,450000.0,450000.0,,-979.0,0.0,0.9801964009194872,155956.5,12787.714285714286,11811.645,-4763,18.0,0.0,212285.88,0,89514.0,59058.225000000006,15162.0,1,45000.0,-41.0,11811.645,27440.0,,,0.3333333333333333,271344.105,23.0,1,-1217.1304347826087,0,1,0.0,,4294.714285714285,-23.0,-805.7142857142857,,,,,,36.0,,,0.0,337500.0,-1222.0,56907.583333333336,,-27994.0,8.478260869565217,-1521.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0116569999999999,1,,,-837.3333333333334,195.0,0.782608695652174,,,,-32.0,16164.0,13987.8225,450000.0,219657.0,1.0,0.9405892027584616,0.0,,-19.0,9764.666666666666,18.0,0.0,,29838.0,90000.0,146691.0,89514.0,583934.85,83419.26428571428,146691.0,0.4285714285714285,0.0,18.0,0.5714285714285714,-1521.0,0.0,866.0,-571.0,11811.645,89514.0
599,259824,400676,0.0,0.7600540418614388,0.6577838002083306,0.5658177584680589,0.2083333333333333,0.2537739474117582,87709.5,-4623.0,0.0647541528239202,-455.0,6.0,0.2998615384615384,6.0,-18217,-1749.0,28.0,1354500.0,1354500.0,6.0,-99.0,0.0,1.0975043817003924,44415.0,246523.5,21445.43625,-1766,24.0,0.0,514659.825,1,1225557.0,0.0,0.0,2,821250.0,-24.25,54630.135,1038.0,,,0.5,514659.825,24.0,1,-744.3333333333334,0,1,0.0,,-246.28571428571428,-455.0,-1242.7142857142858,,,,,,12.0,,,12806.37,321255.0,-2583.0,195734.3333333333,,-17864.0,6.291666666666667,-1643.0,0.0,0.0,0.0,0.25,0.25,0.0,,,0.009175,0,,,-845.75,151.0,1.0,,,,-3.0,54630.135,21445.43625,322168.5,128431.04625,1.202728470111449,1.0,0.0,,-53.5,771.0,17.75,0.0,,431416.125,1800000.0,128431.04625,1725664.5,3854182.5,550597.5,322168.5,0.5714285714285714,12806.37,24.0,0.4285714285714285,-274.0,,273.0,-614.25,54630.135,1725664.5
600,259825,400677,0.0,0.6533298099995039,,0.8477428980188976,0.1530612244897959,0.0277105330929693,11250.0,-538.0,0.05,,27.6,0.1,27.6,-19415,,97.0,225000.0,225000.0,,-31.0,0.0,0.8603091205822284,152820.0,,13570.901999999998,-2967,95.0,,1269579.78,1,,36133.02,,2,,-31.55670103092784,86316.93,,,,0.2,1305712.8,98.0,0,-919.5714285714286,0,1,0.0,,,,,,,,,,41.0,,,,,,,,-90118.0,6.173469387755102,-2318.0,0.0,0.0,0.0,0.2,0.0,0.0,,,0.030755,0,,,-1200.8,605.0,0.9693877551020408,,,,-2.0,19041.3,13570.901999999998,306531.0,180000.0,1.0,0.6539366989275438,,,,,12.2,,,,,180000.0,,,,270000.0,,,138.0,,-507.0,,,,19041.3,
601,259826,400678,0.0,0.0453907559327069,0.2925880073368475,,0.0059523809523809,0.040516795865633,51412.5,-784.0,0.0510591705398641,-200.0,18.0,0.2538888888888889,24.0,-19350,-1329.0,82.0,1006920.0,900000.0,,-29.0,0.0,0.7680175096215912,135000.0,290416.291875,20183.23125,-2877,168.0,0.0,2584786.14,1,734346.0,0.0,2125.1025,2,357136.3125,-46.04878048780488,44019.405,30991.0,0.5555555555555556,0.5555555555555556,0.3333333333333333,2584786.14,168.0,1,-1392.8809523809523,0,0,0.0,47025.0,5059.857142857143,-200.0,-514.3333333333334,135000.0,12150000.0,9000.0,108501706.07559016,117946307.96801704,36.0,3.0,0.5418227215980027,0.0,315000.0,-1329.0,,-31.0,-234004.0,11.351190476190476,-2741.0,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,39060.9,-8.0,0.00712,0,,,-1310.3333333333333,1907.0,1.0,,,,-4.0,51413.355,28534.53,1006920.0,553500.0,1.0,0.0,0.0,,-18.375,6002.833333333333,7.75,0.0,,331904.3335714285,798880.5,367500.0,2323330.335,3172090.5,352454.5,720000.0,0.8888888888888888,0.0,72.0,0.1111111111111111,-1037.0,0.0,360.0,-412.5,44019.405,2323330.335
602,259827,400679,0.0,0.7563860284854146,0.5172965813614878,,3.2142857142857144,,5391.0,,0.0587946603847663,-130.0,12.0,0.0342285714285714,12.0,-22518,-312.0,14.0,91692.0,81000.0,,-342.0,0.0,1.0,93150.0,16477.5,9288.09,-3896,12.0,0.0,111409.605,1,49432.5,18528.705,0.0,2,59850.0,-17.5,9288.09,328.0,,,0.5,129938.31,14.0,0,-529.2857142857143,0,1,0.0,,-132.66666666666666,-130.0,-469.0,,,,,,29.0,,,2745.0,36765.0,-965.0,213204.5,,-7410.0,3.5,-740.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0196889999999999,0,0.056,0.9781,-452.0,49.0,0.8571428571428571,,0.0696,,-11.0,9288.09,9288.09,93150.0,93150.0,1.0,1.0,0.0,,-29.0,328.0,11.0,0.0,,49432.5,59850.0,93150.0,49432.5,125055.0,41685.0,93150.0,0.3333333333333333,1372.5,12.0,0.6666666666666666,-740.0,0.0,328.0,-130.0,9288.09,49432.5
603,259828,400680,0.0,0.6610691122216191,0.7713615919194317,,0.0,0.2786904621203167,27387.0,-4716.0,0.0558353746364645,,20.0,0.3381111111111111,20.0,-16922,-820.0,59.0,490495.5,454500.0,,-17.0,0.0,1.2075750110484456,18940.5,0.0,11330.55,-404,57.0,0.0,712940.535,1,,0.0,,2,,-31.966101694915253,25258.5,,,,0.3333333333333333,712940.535,57.0,1,-962.3333333333334,0,1,0.0,,-1581.0,-820.0,-1824.5,,,,,,23.0,,,,543960.0,-2829.0,2018040.5,,-54853.0,10.017543859649123,-2023.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,,,0.00733,0,,,-1374.3333333333333,571.0,1.0,,,,-1.0,25258.5,11330.55,450000.0,207281.055,1.6227132335471608,1.0,0.0,,,,11.666666666666666,0.0,,,,207281.055,0.0,588343.5,294171.75,450000.0,0.0,,60.0,1.0,-644.0,,,,25258.5,
604,259829,400681,0.0,0.7393870291183695,0.3689687382528466,,0.2093023255813953,0.2484636522608043,19705.5,-4973.0,0.0361542272126816,-56.0,10.8,0.1621851851851851,30.6,-20015,-791.0,46.0,545040.0,450000.0,,-141.0,0.0,0.8770686807366852,54634.5,51321.9375,18842.247,-3543,42.0,0.0,1201905.72,1,123435.0,30196.845,0.0,2,187200.0,-46.06521739130435,215230.14,1770.0,,0.0,0.1,1232102.565,43.0,1,-1406.4651162790697,0,1,0.0,0.0,160.0,-56.0,-973.9,169615.38461538462,6615000.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,675000.0,-2223.0,345613.7,,-60478.0,8.534883720930232,-2138.0,0.0,0.5,0.1,0.3,0.4,0.1,17745.39,-224.0,0.01885,0,,,-986.8,367.0,0.9767441860465116,,,,-4.0,30196.845,19468.7055,896274.0,434650.5,1.1872992340004942,0.0,0.0,,-70.0,980.75,12.0,0.0,,102643.875,414000.0,209515.5,410575.5,2428245.0,242824.5,360000.0,0.5,0.0,54.0,0.5,-254.0,,351.0,-720.0,30196.845,410575.5
605,259830,400682,0.0,0.6623320526499842,,,3.347826086956522,0.2876639802341314,49158.0,-4890.0,0.097677870472205,,10.5,0.3121142857142857,11.4,-16999,,47.0,503266.5,463500.0,4.0,-311.0,22.0,1.1177383550766782,39870.0,,20556.6525,-145,42.0,,831949.74,1,,25293.6,,2,,-47.70212765957447,32732.37,,,,0.4,857243.34,46.0,1,-1569.8478260869565,0,1,0.0,,,,,,,,,,17.0,,,,,,,,-72213.0,5.413043478260869,-2815.0,0.0,0.2,0.0,0.2,0.0,0.0,6064.425,-2650.0,0.009334,0,0.0565,0.9762,-1818.2,249.0,0.9130434782608696,0.0634,0.067,0.023,-10.0,32732.37,17658.207000000002,271332.0,145954.8,1.4514672686230248,0.8458272522223697,,0.6864,,,14.25,,0.0711,,,162767.25,,,,229500.0,,,42.0,,-668.0,,,,32732.37,
606,259831,400683,1.0,0.1936579046113036,,0.0738029030559278,0.8,0.0625951293759513,24178.5,-658.0,0.0680057715674362,,6.0,0.1965971459934138,10.8,-10512,,4.0,355536.0,270000.0,,-25.0,0.0,0.894984218258476,33390.0,,5974.47,-459,4.0,,23897.88,0,,5974.47,,2,,-3.5,5974.47,,,,0.0,29872.35,5.0,1,-69.6,0,0,0.0,,,,,,,,,,29.0,,,,,,,,-348.0,6.4,-149.0,0.0,0.8,0.2,0.0,0.0,0.0,2250.0,-116.0,0.0228,0,,,-129.0,32.0,0.8,,,,-2.0,13539.87,9090.702,169141.5,86780.7,1.0,0.8111810064935064,,,,,8.0,,,,,33390.0,,,,33390.0,,,6.0,,-149.0,,,,5974.47,
607,259832,400684,0.0,0.5063704721578995,0.7407990879702335,,0.0,0.2845719159825141,14625.0,-5338.0,0.05,-609.0,36.0,0.1083333333333333,36.0,-18758,-1417.0,17.0,292500.0,292500.0,,-29.0,0.0,0.8722248712014606,773883.0,0.0,30282.03,-2292,17.0,0.0,514794.51,1,0.0,0.0,0.0,2,299250.0,-10.0,30282.03,10348.0,,,1.0,514794.51,17.0,0,-270.4117647058824,0,1,0.0,,-207.3333333333333,-609.0,-1880.3333333333333,,,,,,13.0,,,0.0,180000.0,-2862.0,342047.4666666667,,-4597.0,8.411764705882353,-533.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.020713,0,0.0645,0.9836,-533.0,143.0,1.0,0.0808,0.0835,0.0,-2.0,30282.03,30282.03,773883.0,675000.0,0.8722248712014606,0.8722248712014606,0.0,0.7844,-388.0,3164.6666666666665,12.0,0.0,0.0907,0.0,450000.0,675000.0,0.0,1498928.85,166547.65000000002,675000.0,0.3333333333333333,0.0,36.0,0.6666666666666666,-533.0,0.0,-712.0,-966.3333333333334,30282.03,0.0
608,259833,400686,0.0,0.6684712892982513,0.6075573001388961,,0.2169811320754717,,13639.5,,0.0380520752253496,-224.0,24.0,0.0433,31.2,-20470,-767.0,21.0,358443.0,252000.0,,-19.0,0.0,0.728568526962657,48622.5,131343.0910714286,13115.2725,-4017,105.0,0.0,1579501.665,0,1094080.5,12375.0,23468.4225,2,291269.40954545455,-36.71428571428572,237631.995,31145.0,0.2857142857142857,0.2857142857142857,0.5,1591876.665,106.0,1,-1230.4150943396226,0,1,0.0,0.0,1843.125,-224.0,-1467.0625,220982.14285714287,18562500.0,225922.5,6661420690.834924,7170397316.188324,33.0,3.0,0.5438898450946642,222.0,1453500.0,-2848.0,695992.3,,-130424.0,11.433962264150944,-2753.0,0.0,0.125,0.125,0.125,0.125,0.0,23716.89,-143.0,0.008575,0,0.1208,0.9732,-815.125,1212.0,0.9905660377358492,,0.1096,0.1759,-1.0,23716.89,15235.596,806647.5,413811.8325,1.0,0.0,0.0,,-662.0909090909091,3257.3636363636365,12.0,0.0,0.1237,167163.9340909091,1156500.0,322249.11,1838803.275,5238529.605,327408.1003125,679500.0,0.6875,66.6,96.0,0.3125,-224.0,0.0,-1788.0,-1139.5454545454545,23430.69,1838803.275
609,259834,400687,0.0,0.6840712757018453,0.4614823912998385,,0.0714285714285714,0.1067426400759734,34182.0,-1686.0,0.0293491490060467,-66.0,22.8,0.2532,36.75,-15795,-2916.0,34.0,1164667.5,1017000.0,,-36.0,0.0,0.8972117014706944,16132.5,482404.5,13329.081,-4479,79.18604386193647,0.0,2511571.185,1,1287288.0,-231671.61,4657.29,2,527625.0,-43.26470588235294,955098.045,1616.0,0.8947368421052632,1.2105263157894737,0.7058823529411765,2279899.575,70.0,1,-706.1857142857143,0,1,2.0,221.895,538.5,-66.0,-903.4,270000.0,5130000.0,266058.0,7862265262.54215,8421157077.446889,39.0,6.0,2.842105263157895,,270000.0,-2916.0,,-7.0,-49433.0,8.928571428571429,-2669.0,0.0,0.1764705882352941,0.0588235294117647,0.1176470588235294,0.0588235294117647,0.0,21125.43,-142.0,0.0096569999999999,0,0.1201,0.9771,-481.7647058823529,625.0,1.131229198027664,0.1102,0.1175,0.0,-6.0,27859.635,17177.20875,968841.0,385157.7675,1.1115760111576012,0.7358274379539792,0.0,0.6994,-29.5,1081.3333333333333,15.6,0.0,0.1237,643206.0,1350000.0,295852.428,1929618.0,2380500.0,476100.0,846000.0,0.8,0.0,114.0,0.2,-313.0,0.0,605.0,-400.25,25558.02,1929618.0
610,259835,400688,0.0,0.2547599571469118,0.5388627065779676,,0.0,0.2839001291433491,34488.0,-3957.0,0.0482920712534892,-95.0,18.0,0.1703111111111111,18.0,-13938,-770.0,9.0,714154.5,616500.0,,-21.0,0.0,0.9439338890076228,505332.0,44010.0,35301.6,-4497,134.0,0.0,717621.48,0,88020.0,0.0,0.0,2,99742.5,-6.0,68646.6,301.0,0.1368421052631579,0.1368421052631579,0.75,717621.48,134.0,1,-1530.8432835820895,0,1,0.0,-1939.05,317.0,-95.0,-432.5,54000.0,5130000.0,72336.6,782745096.8211199,851619898.2848237,30.0,2.0,0.2044792833146696,,0.0,-770.0,,-15.0,-205133.0,4.552238805970149,-289.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.030755,0,,,-284.5,610.0,1.0,,,,-2.0,35301.6,35301.6,505332.0,477000.0,0.9439338890076228,0.9439338890076228,0.0,,-29.0,301.0,11.0,0.0,,88020.0,99742.5,477000.0,88020.0,99742.5,49871.25,477000.0,0.5,,18.0,0.5,-283.0,,301.0,-95.0,35301.6,88020.0
611,259836,400689,0.0,0.5634511488804275,0.7886807751817684,,0.0,0.0353322284164532,22581.0,-469.0,0.0513507981989357,,4.0,0.2787777777777778,4.0,-13274,-2435.0,3.0,439740.0,315000.0,,-33.0,0.0,0.883498053309374,45076.5,0.0,12838.905,-4534,3.0,0.0,38516.715,0,,0.0,,3,,-3.0,12838.905,,,,0.0,38516.715,3.0,1,-69.33333333333333,0,1,0.0,,-2249.0,-2435.0,-2435.0,,,,,,31.0,,,19364.04,39915.0,-2435.0,,0.0,-208.0,17.333333333333332,-125.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.007305,0,,,-125.0,52.0,1.0,,,,-2.0,12838.905,12838.905,45076.5,39825.0,0.883498053309374,0.883498053309374,0.0,,,,11.0,0.0,,,,39825.0,0.0,39915.0,39915.0,39825.0,0.0,19364.04,4.0,1.0,-125.0,,,,12838.905,
612,259837,400690,0.0,0.7651765194865665,0.7281412993111438,,0.1025641025641025,,24939.0,,0.0979151943462897,-1098.0,12.0,0.1583428571428571,12.0,-25044,-1967.0,41.0,254700.0,225000.0,,-13.0,0.0,1.0404425650817395,106744.5,80895.375,18796.491,-4572,38.0,0.0,748102.905,0,323581.5,19172.655,0.0,2,360000.0,-15.121951219512194,87837.39,-18.0,,,0.6,767275.5599999999,39.0,0,-444.9230769230769,0,1,0.0,,-1378.0,-1098.0,-2105.6,,,,,,26.0,,,0.0,630000.0,-2722.0,125617.66666666669,,-17352.0,10.333333333333334,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.019101,0,,,-541.6,403.0,0.9743589743589745,,,,-1.0,23055.75,18796.491,239850.0,190309.5,1.326040217528772,0.9380863039399624,0.0,,-38.0,-18.0,13.8,0.0,,323581.5,360000.0,190309.5,323581.5,1457010.0,291402.0,225000.0,0.2,0.0,60.0,0.8,-156.0,,-18.0,-1098.0,23055.75,323581.5
613,259838,400691,0.0,0.1573197078245665,0.6738300778602003,,0.7,0.0627314682924049,17370.0,-1101.0,0.036182977127859,-725.0,11.0,0.1286666666666666,11.0,-17551,-725.0,34.0,480060.0,337500.0,,-83.0,0.0,1.0246071072164282,29763.0,64600.92,7024.9275,-1096,28.0,0.0,181108.17,1,159421.5,7926.255,0.0,2,339795.9225,-55.91176470588236,10079.46,491.0,,,0.5,189034.425,30.0,1,-1609.9666666666667,0,1,0.0,,-569.4,-725.0,-1348.2,,,,,,32.0,,,0.0,192069.0,-2424.0,756319.0,,-48299.0,3.6666666666666665,-2538.0,0.0,0.0,0.0,0.5,0.0,0.0,,,0.018801,0,0.1032,0.9816,-1489.5,110.0,0.9333333333333332,0.1157,0.121,0.0508,-3.0,10079.46,7024.9275,95940.0,61535.25,1.111127910492894,0.9380863039399624,0.0,0.7583,-27.0,431.0,12.0,0.0,0.1299,129201.84,450000.0,61535.25,258403.68,1014306.345,202861.269,90000.0,0.4,0.0,22.0,0.6,-441.0,0.0,371.0,-847.5,10079.46,258403.68
614,259839,400692,0.0,0.6877599966318599,0.7165702448010511,,0.1180124223602484,,10053.0,,0.0986749116607773,-126.0,6.666666666666667,0.2030909090909091,6.666666666666667,-22053,-2676.0,22.0,101880.0,90000.0,,-28.0,0.0,0.6606575408374451,34042.5,0.0,5132.925,-4670,158.0,0.0,698122.17,0,0.0,3799.62,0.0,2,135000.0,-37.40909090909091,55125.0,169.0,0.380281690140845,0.380281690140845,0.6666666666666666,701921.79,161.0,1,-1066.472049689441,0,1,0.0,0.0,-1163.5,-126.0,-1401.0,67500.0,4792500.0,58500.0,493065824.5660336,535918741.3696777,30.0,3.0,0.5533199195171026,,34650.0,-2676.0,,,-171702.0,4.782608695652174,-2396.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,,,0.031329,0,0.0733,0.9836,-1638.3333333333333,770.0,0.9813664596273292,0.0826,0.0779,0.1006,-1.0,7189.74,5132.925,71955.0,51518.25,1.0438863185723728,0.0,0.0,0.7844,-53.0,169.0,10.333333333333334,0.0,0.0928,0.0,135000.0,51518.25,0.0,169650.0,84825.0,67500.0,0.5,,20.0,0.5,-352.0,,169.0,-126.0,7189.74,0.0
615,259840,400694,0.0,0.3164047708698928,0.3123653692278984,0.6051833428356733,0.5753424657534246,0.2398213816653533,41485.5,-4565.0,0.0512166666666666,-15.0,14.857142857142858,0.1463333333333333,17.5,-19035,-441.0,75.0,810000.0,810000.0,,-405.0,0.0,0.9294716838505752,32976.0,168425.0,17832.117857142857,-2574,68.0,0.0,2544683.4,0,1297953.0,208999.44,0.0,2,715116.375,-50.10666666666667,945766.26,1556.0,,,0.3636363636363636,2753682.84,73.0,1,-1443.5342465753424,0,1,0.0,,558.4166666666666,-15.0,-1081.5833333333333,,,,,,36.0,,,1518.9075,326250.0,-2644.0,567432.2857142858,0.0,-105378.0,7.657534246575342,-2772.0,0.0909090909090909,0.0909090909090909,0.0,0.1818181818181818,0.0909090909090909,0.0,16880.31,-442.0,0.0228,0,,,-1101.0,559.0,0.9315068493150684,,,,-13.0,48950.685,17713.141875,1320849.0,267788.0,1.05867903930131,0.697914631082326,0.0,,-13.5,932.25,10.0,0.0,,505275.0,1566000.0,288828.64285714284,1515825.0,4513531.5,376127.625,1215000.0,0.3333333333333333,4691.826,104.0,0.6666666666666666,-800.0,17383.5,197.0,-449.75,48950.685,1515825.0
616,259841,400696,0.0,0.7413164874828528,0.6879328378491735,0.6739172550425587,0.4615384615384615,0.3108844733602954,51876.0,-3536.0,0.053409933283914,-870.0,12.0,0.5764,12.0,-11374,,13.0,971280.0,900000.0,,-669.0,0.0,0.9690404189408468,244044.0,123606.0,21988.35,-1590,12.0,0.0,263770.29,1,123606.0,21988.349999999995,0.0,2,135000.0,-28.0,21988.35,176.0,,,0.0,285758.64,13.0,1,-833.6153846153846,0,1,0.0,,176.0,-870.0,-870.0,,,,,,30.0,,,,,,,,-10837.0,6.307692307692308,-1019.0,0.0,0.0,0.0,0.0,0.5,0.0,,,0.02461,0,0.1166,0.9906,-1019.0,82.0,0.9230769230769232,0.1111,0.1283,0.0,-22.0,21988.35,21988.35,247495.5,238214.25,1.0,0.9380808378816936,0.0,,-5.0,176.0,19.0,0.0,0.1247,123606.0,135000.0,228933.0,123606.0,135000.0,135000.0,228933.0,1.0,,12.0,0.0,-1019.0,,176.0,-870.0,21988.35,123606.0
617,259842,400697,0.0,0.2135072578414401,0.4365064990977374,,0.0,0.0545695516883715,10125.0,-947.0,0.05,-365.0,22.0,0.075,22.0,-17354,,39.0,202500.0,202500.0,,-203.0,0.0,0.8791616482343947,64111.5,64764.0,11802.015,-902,34.0,0.0,992600.325,0,64764.0,0.0,0.0,3,81000.0,-15.17948717948718,381346.605,184.0,,,0.5,992600.325,34.0,0,-477.0882352941176,0,1,0.0,,184.0,-365.0,-365.0,,,,,,45.0,,,,,,,,-16221.0,19.764705882352946,-888.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.003069,0,,,-575.25,672.0,1.0,,,,-6.0,18310.365,11802.015,435546.0,156633.75,1.0212676352916403,0.8055555555555556,0.0,,-180.0,184.0,14.0,0.0,,64764.0,81000.0,156633.75,64764.0,81000.0,81000.0,360000.0,1.0,,88.0,0.0,-374.0,,184.0,-365.0,18310.365,64764.0
