,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
259426,400227,0,Cash loans,F,N,Y,1,157500.0,399559.5,31050.0,342000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0088659999999999,-17199,-3914,-3406.0,-752,,1,1,0,1,0,1,Core staff,3.0,2,2,MONDAY,18,0,0,0,1,1,0,School,0.7882002204030337,0.7569295932900572,0.0520364070962328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1681.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0
259427,400228,0,Cash loans,F,N,Y,1,72000.0,276277.5,19777.5,238500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018029,-14619,-212,-2003.0,-2599,,1,1,0,1,0,0,Cooking staff,3.0,3,2,THURSDAY,8,0,0,0,0,0,0,Restaurant,,0.456649181355591,,0.1072,0.0864,0.9816,,,0.0,0.0517,0.1667,,,,0.0681,,0.0013,0.1092,0.0897,0.9816,,,0.0,0.0345,0.1667,,,,0.0703,,0.0,0.1083,0.0864,0.9816,,,0.0,0.0517,0.1667,,,,0.0693,,0.0013,,block of flats,0.0578,Panel,No,0.0,0.0,0.0,0.0,-1138.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
259428,400230,0,Cash loans,F,N,Y,0,112500.0,506889.0,24781.5,418500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.011703,-18180,365243,-11983.0,-1724,,1,0,0,1,1,0,,1.0,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,,0.248701095031724,0.4329616670974407,0.0588,0.0265,0.9806,0.7348,0.0071,0.0,0.1379,0.1667,0.2083,0.0532,0.0471,0.0535,0.0039,0.0783,0.0599,0.0275,0.9806,0.7452,0.0071,0.0,0.1379,0.1667,0.2083,0.0544,0.0514,0.0557,0.0039,0.0829,0.0593,0.0265,0.9806,0.7383,0.0071,0.0,0.1379,0.1667,0.2083,0.0541,0.0479,0.0544,0.0039,0.08,reg oper spec account,block of flats,0.063,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
259429,400231,0,Cash loans,F,N,N,0,180000.0,450000.0,20979.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,With parents,0.031329,-13335,-5498,-1972.0,-929,,1,1,1,1,0,0,Laborers,1.0,2,2,TUESDAY,13,0,0,0,0,0,0,Industry: type 5,,0.6058973429276491,0.0351112903242871,0.0186,0.0,0.9702,0.5920000000000001,0.0027,0.0,0.1034,0.0417,0.0417,0.0287,0.0151,0.0213,0.0,0.0,0.0189,0.0,0.9702,0.608,0.0027,0.0,0.1034,0.0417,0.0417,0.0294,0.0165,0.0221,0.0,0.0,0.0187,0.0,0.9702,0.5975,0.0027,0.0,0.1034,0.0417,0.0417,0.0292,0.0154,0.0216,0.0,0.0,reg oper spec account,block of flats,0.0182,"Stone, brick",No,1.0,0.0,1.0,0.0,-273.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259430,400232,0,Cash loans,F,N,Y,1,90000.0,810000.0,34447.5,810000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.015221,-11582,-1211,-678.0,-1947,,1,1,0,1,0,0,Medicine staff,3.0,2,2,THURSDAY,13,0,0,0,0,0,0,Medicine,,0.0976166641306389,0.3217352821966848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,0.0,-361.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
259431,400233,0,Cash loans,F,N,Y,0,81000.0,360000.0,17640.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00712,-19912,-1377,-483.0,-3458,,1,1,0,1,0,0,Medicine staff,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,Other,,0.330336114557099,0.6545292802242897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-360.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259432,400234,0,Cash loans,M,Y,N,1,99000.0,312768.0,16096.5,270000.0,Family,State servant,Secondary / secondary special,Separated,House / apartment,0.019101,-14914,-1930,-939.0,-4014,14.0,1,1,0,1,0,0,Core staff,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Military,0.3556761854232819,0.2543450077801008,0.7106743858828587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,3.0
259433,400235,0,Cash loans,F,N,N,0,180000.0,922266.0,47218.5,810000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.007114,-15882,-876,-8690.0,-4264,,1,1,1,1,1,0,Laborers,2.0,2,2,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.4648531064791072,0.2554123259115189,0.6626377922738201,0.0412,0.0443,,0.6668,,,0.1034,0.1667,0.2083,0.0239,,0.037,,0.067,0.042,0.046,,0.6798,,,0.1034,0.1667,0.2083,0.0244,,0.0385,,0.0709,0.0416,0.0443,,0.6713,,,0.1034,0.1667,0.2083,0.0243,,0.0376,,0.0684,,block of flats,0.0436,"Stone, brick",No,2.0,0.0,2.0,0.0,-560.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0
259434,400237,0,Cash loans,F,Y,Y,1,157500.0,315828.0,33295.5,279000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.006629,-8595,-320,-311.0,-847,1.0,1,1,0,1,0,0,,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.4688397782119324,0.5399506151537511,0.2970866116472028,0.0515,,0.9791,,,,0.1379,0.125,,,,0.0546,,,0.0525,,0.9791,,,,0.1379,0.125,,,,0.0569,,,0.052,,0.9791,,,,0.1379,0.125,,,,0.0556,,,,block of flats,0.043,"Stone, brick",No,0.0,0.0,0.0,0.0,-194.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
259435,400238,0,Revolving loans,F,N,Y,0,76500.0,202500.0,10125.0,202500.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.0105,-11746,-1231,-2133.0,-4145,,1,1,0,1,1,0,Medicine staff,1.0,3,3,WEDNESDAY,13,0,0,0,1,1,0,Medicine,,0.4501026924038896,0.7281412993111438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
259436,400239,0,Cash loans,M,N,Y,1,270000.0,298512.0,20079.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-11737,-3183,-5637.0,-4328,,1,1,1,1,1,0,Drivers,2.0,1,1,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.7712698226595418,0.622922000268356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2244.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259437,400241,0,Cash loans,F,N,Y,0,45000.0,544491.0,17694.0,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018029,-21820,365243,-4049.0,-2875,,1,0,0,1,0,0,,2.0,3,3,SUNDAY,11,0,0,0,0,0,0,XNA,,0.3557167997305621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-376.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
259438,400242,0,Cash loans,F,N,Y,0,247500.0,182448.0,18823.5,157500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.00733,-20860,-8846,-9806.0,-4209,,1,1,0,1,0,0,,1.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Transport: type 2,,0.5464997456543529,0.5549467685334323,0.1237,0.079,0.9791,,,0.0,0.069,0.1667,,0.0,,0.0635,,0.0,0.1261,0.0819999999999999,0.9791,,,0.0,0.069,0.1667,,0.0,,0.0661,,0.0,0.1249,0.079,0.9791,,,0.0,0.069,0.1667,,0.0,,0.0646,,0.0,reg oper account,block of flats,0.0714,"Stone, brick",No,0.0,0.0,0.0,0.0,-128.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,6.0
259439,400243,0,Cash loans,F,N,N,0,90000.0,679500.0,21919.5,679500.0,Family,Commercial associate,Higher education,Married,House / apartment,0.028663,-17769,-3373,-1894.0,-1285,,1,1,0,1,1,0,Sales staff,2.0,2,2,MONDAY,12,0,0,0,1,1,0,Transport: type 4,0.8555818758771543,0.6647389065383855,0.8027454758994178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2108.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
259440,400244,0,Cash loans,F,N,Y,0,945000.0,1152000.0,31810.5,1152000.0,Unaccompanied,Working,Higher education,Married,With parents,0.026392,-14626,-214,-2551.0,-4416,,1,1,0,1,0,0,Accountants,2.0,2,2,MONDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.6176190021233279,0.6109913280868294,0.1237,,0.9881,,,0.12,0.1034,0.375,,0.239,,0.1328,,,0.1261,,0.9881,,,0.1208,0.1034,0.375,,0.2445,,0.1383,,,0.1249,,0.9881,,,0.12,0.1034,0.375,,0.2432,,0.1351,,,,block of flats,0.116,Panel,No,3.0,0.0,3.0,0.0,-1258.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
259441,400245,0,Cash loans,F,N,N,1,405000.0,787500.0,46044.0,787500.0,Family,Commercial associate,Higher education,Single / not married,Rented apartment,0.04622,-14260,-898,-8398.0,-4610,,1,1,1,1,0,0,,2.0,1,1,TUESDAY,14,1,1,0,1,1,0,Business Entity Type 3,,0.3899939620004877,0.5779691187553125,0.1113,0.0767,0.9831,0.7688,0.0499,0.16,0.1379,0.3333,0.375,0.0168,0.0908,0.1158,0.0,0.0,0.1134,0.0796,0.9831,0.7779,0.0503,0.1611,0.1379,0.3333,0.375,0.0172,0.0992,0.1207,0.0,0.0,0.1124,0.0767,0.9831,0.7719,0.0502,0.16,0.1379,0.3333,0.375,0.0171,0.0923,0.1179,0.0,0.0,reg oper account,block of flats,0.0911,"Stone, brick",No,0.0,0.0,0.0,0.0,-175.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
259442,400246,0,Cash loans,F,N,N,0,135000.0,251091.0,26496.0,238500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.010643,-18978,-6627,-9687.0,-2464,,1,1,0,1,0,0,Medicine staff,2.0,2,2,WEDNESDAY,15,0,0,0,0,1,1,Medicine,0.7466320978644827,0.5822462124568689,0.4686596550493113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1952.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
259443,400247,0,Revolving loans,F,N,N,1,81000.0,337500.0,16875.0,337500.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.035792,-14831,-6325,-7194.0,-5166,,1,1,0,1,1,0,Accountants,3.0,2,2,WEDNESDAY,18,0,0,0,0,0,0,Trade: type 7,,0.4086486483559279,0.1664055461839363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-1419.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
259444,400248,0,Cash loans,F,Y,N,0,112500.0,225000.0,22252.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,0.072508,-11364,-1790,-5525.0,-2935,5.0,1,1,1,1,1,0,Laborers,2.0,1,1,THURSDAY,9,0,0,0,0,0,0,Postal,0.6809614744202478,0.7655024859533648,0.6144143775673561,0.233,0.1155,0.9806,0.7348,0.0,0.28,0.2069,0.3958,0.4375,0.0264,0.19,0.2185,0.0,0.0019,0.0998,0.0481,0.9782,0.7125,0.0,0.1611,0.069,0.3333,0.375,0.0095,0.0872,0.0887,0.0,0.0011,0.2352,0.1155,0.9806,0.7383,0.0,0.28,0.2069,0.3958,0.4375,0.0268,0.1932,0.2224,0.0,0.002,reg oper account,block of flats,0.277,Panel,No,0.0,0.0,0.0,0.0,-1902.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
259445,400250,0,Revolving loans,F,Y,N,2,225000.0,585000.0,29250.0,585000.0,Children,State servant,Higher education,Separated,House / apartment,0.026392,-16463,-5091,-8111.0,-6,5.0,1,1,0,1,0,0,Core staff,3.0,2,2,TUESDAY,19,0,0,0,0,0,0,Police,,0.3197106285761425,,0.2433,0.1527,0.9891,,,0.24,0.2069,0.375,,0.1266,,0.2532,,0.0135,0.2479,0.1585,0.9891,,,0.2417,0.2069,0.375,,0.1295,,0.2638,,0.0143,0.2457,0.1527,0.9891,,,0.24,0.2069,0.375,,0.1288,,0.2578,,0.0137,,block of flats,0.2021,Panel,No,2.0,0.0,2.0,0.0,-254.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
259446,400251,0,Cash loans,M,Y,Y,0,225000.0,545040.0,26640.0,450000.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.072508,-17087,-1889,-7309.0,-624,3.0,1,1,0,1,0,1,Core staff,1.0,1,1,WEDNESDAY,15,0,0,0,0,0,0,University,,0.7621415037546239,,0.3948,0.1794,0.9816,0.7484,0.0,0.64,0.2759,0.4583,0.5,0.0,0.3202,0.3466,0.0077,0.0024,0.4023,0.1861,0.9816,0.7583,0.0,0.6445,0.2759,0.4583,0.5,0.0,0.3499,0.3612,0.0078,0.0025,0.3987,0.1794,0.9816,0.7518,0.0,0.64,0.2759,0.4583,0.5,0.0,0.3258,0.3529,0.0078,0.0024,,block of flats,0.2732,Panel,No,0.0,0.0,0.0,0.0,-267.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
259447,400252,0,Cash loans,M,Y,N,1,270000.0,284400.0,8752.5,225000.0,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.011703,-10076,-2296,-8239.0,-2709,12.0,1,1,1,1,0,0,Core staff,3.0,2,2,THURSDAY,16,0,0,0,0,0,0,Emergency,0.2950336374432641,0.7048522760850983,0.2750003523983893,,,0.9891,,,,,,,,,0.1528,,,,,0.9891,,,,,,,,,0.1592,,,,,0.9891,,,,,,,,,0.1556,,,,,0.1202,,No,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
259448,400253,1,Cash loans,M,Y,Y,1,135000.0,835380.0,40320.0,675000.0,Other_A,Working,Secondary / secondary special,Married,House / apartment,0.006305,-10776,-2434,-4627.0,-2595,13.0,1,1,0,1,0,0,Laborers,3.0,3,3,TUESDAY,9,0,0,0,0,0,0,Construction,,0.3338137237663279,0.5902333386185574,0.1031,0.1105,0.9771,0.6872,0.0104,0.0,0.1724,0.1667,0.0417,0.0515,0.0841,0.0965,0.0,0.0,0.105,0.1147,0.9772,0.6994,0.0105,0.0,0.1724,0.1667,0.0417,0.0527,0.0918,0.1005,0.0,0.0,0.1041,0.1105,0.9771,0.6914,0.0104,0.0,0.1724,0.1667,0.0417,0.0524,0.0855,0.0982,0.0,0.0,not specified,block of flats,0.0759,Panel,No,4.0,1.0,4.0,0.0,-484.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259449,400254,0,Cash loans,F,N,N,3,90000.0,260640.0,28197.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-12780,-1047,-4684.0,-3591,,1,1,0,1,0,0,Core staff,5.0,2,2,TUESDAY,12,0,0,0,0,1,1,Kindergarten,0.7182785776841469,0.5483850947076451,0.5190973382084597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2118.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
259450,400255,0,Cash loans,F,N,Y,0,157500.0,450000.0,21649.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392,-21662,-13205,-13301.0,-4806,,1,1,0,1,1,0,,1.0,2,2,SATURDAY,10,0,0,0,0,0,0,Culture,,0.6918448212941872,0.3409064264152384,0.2773,,0.9821,,,0.32,0.2759,0.0,,,,0.2827,,0.0822,0.2826,,0.9821,,,0.3222,0.2759,0.0,,,,0.2945,,0.087,0.28,,0.9821,,,0.32,0.2759,0.0,,,,0.2877,,0.0839,,block of flats,0.2733,Block,No,0.0,0.0,0.0,0.0,-1639.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
259451,400256,0,Cash loans,F,N,Y,0,135000.0,832500.0,44482.5,832500.0,Unaccompanied,Working,Higher education,Married,Office apartment,0.020246,-11218,-201,-3580.0,-1543,,1,1,1,1,1,0,Sales staff,2.0,3,3,SUNDAY,12,0,0,0,0,0,0,Self-employed,0.3187573507449169,0.2452159657003208,0.3077366963789207,0.0082,0.0,0.9702,,,0.0,0.0517,0.0417,,0.0149,,0.0064,,0.0,0.0084,0.0,0.9702,,,0.0,0.0345,0.0417,,0.0052,,0.0067,,0.0,0.0083,0.0,0.9702,,,0.0,0.0517,0.0417,,0.0151,,0.0065,,0.0,,block of flats,0.005,"Stone, brick",Yes,0.0,0.0,0.0,0.0,-1287.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
259452,400257,0,Revolving loans,F,N,Y,1,166500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.004849,-13596,-3205,-3152.0,-4671,,1,1,0,1,0,0,Managers,3.0,2,2,SUNDAY,11,0,0,0,0,0,0,Kindergarten,0.263309607730989,0.3424659494069498,0.7091891096653581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-638.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
259453,400259,0,Cash loans,F,Y,N,0,103500.0,1350000.0,36202.5,1350000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.02461,-10390,-1401,-1879.0,-527,6.0,1,1,1,1,1,0,Medicine staff,2.0,2,2,FRIDAY,11,0,0,0,1,1,0,Business Entity Type 3,0.7428056476240316,0.6850298633789048,0.5549467685334323,0.0278,0.0536,0.9851,0.7959999999999999,0.0208,0.0,0.1034,0.0833,0.125,0.0178,0.0227,0.0289,0.0,0.0,0.0284,0.0557,0.9851,0.804,0.0209,0.0,0.1034,0.0833,0.125,0.0182,0.0248,0.0301,0.0,0.0,0.0281,0.0536,0.9851,0.7987,0.0209,0.0,0.1034,0.0833,0.125,0.0181,0.0231,0.0294,0.0,0.0,reg oper account,block of flats,0.0341,Panel,No,2.0,0.0,2.0,0.0,-1415.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
259454,400260,0,Cash loans,F,N,Y,1,360000.0,532494.0,38880.0,454500.0,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.04622,-11221,-1175,-2377.0,-2814,,1,1,0,1,0,1,Laborers,3.0,1,1,TUESDAY,14,0,0,0,1,1,0,Other,0.3318125636424122,0.7073753352297296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-904.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
259455,400261,0,Revolving loans,F,N,Y,2,180000.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010556,-15097,-3644,-2150.0,-2150,,1,1,1,1,0,0,Core staff,4.0,3,3,SATURDAY,16,0,0,0,0,1,1,Self-employed,,0.5721444452220305,0.5620604831738043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
259456,400262,0,Cash loans,F,Y,Y,0,180000.0,521280.0,27423.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-9372,-547,-4036.0,-2024,9.0,1,1,0,1,0,0,Sales staff,2.0,3,3,SATURDAY,10,0,0,0,0,0,0,Self-employed,,0.5202129085672802,,0.0928,0.0764,0.9791,0.7144,0.012,0.0,0.2069,0.1667,0.2083,0.0601,0.0748,0.0954,0.0039,0.0043,0.0945,0.0792,0.9791,0.7256,0.0121,0.0,0.2069,0.1667,0.2083,0.0615,0.0817,0.0994,0.0039,0.0046,0.0937,0.0764,0.9791,0.7182,0.0121,0.0,0.2069,0.1667,0.2083,0.0612,0.0761,0.0971,0.0039,0.0044,reg oper spec account,block of flats,0.075,Panel,No,5.0,0.0,5.0,0.0,-291.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259457,400263,0,Cash loans,F,Y,N,0,225000.0,1724220.0,45612.0,1350000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-16693,-1511,-871.0,-232,2.0,1,1,0,1,0,0,,2.0,1,1,MONDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.6539882367271216,0.7076993447402619,,,0.9786,,,,,,,,,0.2061,,,,,0.9786,,,,,,,,,0.2147,,,,,0.9786,,,,,,,,,0.2098,,,,,0.1828,,No,0.0,0.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
